Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,componentnumber,strongcompnum,pageranks,clustering,eigencentrality,modularity_class
325,,,16,0,16,16,0,16,0,0,0,0,0.000075,0,0,604,0.00124,0.033333,0.057595,83
1085,,,6,0,6,6,0,6,0,0,0,0,0.000044,0,0,603,0.00046,0.1,0.031215,83
1236,,,12,6,18,12,6,18,2,0.714286,0.8,91.783333,0.000016,0.000064,0,606,0.000593,0.065359,0.009661,19
1237,,,1,1,2,1,1,2,1,1,1,1,0,0,0,608,0.000182,0,0.000376,87
405,,,1,0,1,1,0,1,0,0,0,0,0,0,0,607,0.000283,0,0.000809,87
1238,,,0,1,1,0,1,1,1,1,1,0,0,0,0,609,0.000128,0,0,87
1240,,,2,2,4,2,2,4,2,0.75,0.833333,5,0,0,0,611,0.000291,0.083333,0.000752,118
149,,,2,0,2,2,0,2,0,0,0,0,0,0,0,610,0.000306,0.5,0.001618,118
1241,,,2,1,3,2,1,3,1,1,1,2,0,0,0,613,0.000196,0.166667,0.001564,62
960,,,3,0,3,3,0,3,0,0,0,0,0,0,0,612,0.000471,0.166667,0.002807,62
1242,,,13,8,21,13,8,21,4,0.394737,0.525,3773.733333,0.013718,0.003979,0,615,0.001157,0.05,0.097552,54
201,,,6,0,6,6,0,6,0,0,0,0,0.002456,0,0,614,0.000404,0.1,0.052648,16
1243,,,3,2,5,3,2,5,4,0.46875,0.527778,40.916667,0.002274,0.000371,0,616,0.000243,0.05,0.003792,54
374,,,7,0,7,7,0,7,0,0,0,0,0.000006,0,0,544,0.000597,0.071429,0.02817,83
1250,,,11,3,14,11,3,14,1,1,1,62.583333,0.000271,0.000042,0,617,0.000361,0.049451,0.016785,16
1254,,,0,2,2,0,2,2,1,1,1,0,0,0.000234,0,618,0.000128,0,0,16
1255,,,1,2,3,1,2,3,1,1,1,28,0.000005,0,0,619,0.000176,0,0.003527,136
1257,,,3,2,5,3,2,5,1,1,1,42.166667,0.000249,0.000002,0,620,0.000246,0,0.007824,16
1258,,,0,1,1,0,1,1,1,1,1,0,0,0,0,622,0.000128,0,0,84
717,,,3,0,3,3,0,3,0,0,0,0,0,0,0,621,0.000272,0,0.001561,84
1259,,,1,1,2,1,1,2,1,1,1,16,0,0.000021,0,624,0.0004,0,0.009515,136
591,,,3,0,3,3,0,3,0,0,0,0,0.000311,0,0,623,0.000505,0,0.005828,136
1260,,,2,1,3,2,1,3,2,0.666667,0.75,3,0,0.002456,0,625,0.000193,0,0.000752,92
1264,,,1,1,2,1,1,2,1,1,1,0,0,0,0,627,0.000159,0.5,0.000809,124
716,,,2,0,2,2,0,2,0,0,0,0,0,0,0,626,0.000293,0.5,0.001867,124
1265,,,2,1,3,2,1,3,1,1,1,1,0.000001,0,0,629,0.0002,0.166667,0.001867,67
426,,,3,0,3,3,0,3,0,0,0,0,0.000001,0,0,628,0.000352,0.166667,0.003703,67
1269,,,0,1,1,0,1,1,1,1,1,0,0,0,0,630,0.000128,0,0,118
1271,,,1,1,2,1,1,2,1,1,1,0,0,0,0,632,0.00015,0.5,0.000376,136
406,,,2,0,2,2,0,2,0,0,0,0,0,0,0,631,0.000277,0.5,0.001185,136
1274,,,1,1,2,1,1,2,1,1,1,0,0,0,0,634,0.000187,0.5,0.001492,112
293,,,5,0,5,5,0,5,0,0,0,0,0,0,0,633,0.000735,0.2,0.008535,112
1275,,,0,1,1,0,1,1,1,1,1,0,0,0,0,636,0.000128,0,0,105
652,,,2,0,2,2,0,2,0,0,0,0,0,0,0,635,0.000262,0,0.001185,105
1276,,,3,1,4,3,1,4,1,1,1,10,0,0,0,637,0.002092,0.166667,0.005329,67
1278,,,1,1,2,1,1,2,1,1,1,0,0,0,0,637,0.001906,0,0.003502,67
1279,,,1,1,2,1,1,2,1,1,1,0,0,0,0,638,0.000158,0.5,0.001188,124
1284,,,8,3,11,8,3,11,4,0.44,0.560606,127.5,0.000003,0.000003,0,639,0.000637,0.072727,0.006105,125
1286,,,2,1,3,2,1,3,1,1,1,56,0.000185,0.000006,0,640,0.000316,0.166667,0.025425,54
1288,,,4,2,6,4,2,6,1,1,1,4,0.00002,0.000011,0,642,0.000242,0.233333,0.008388,136
88,,,7,0,7,7,0,7,0,0,0,0,0.000049,0,0,641,0.000413,0.142857,0.019014,136
1289,,,1,2,3,1,2,3,1,1,1,24.5,0,0.000003,0,644,0.000234,0,0.005432,125
60,,,6,0,6,6,0,6,0,0,0,0,0.000041,0,0,643,0.000552,0.033333,0.015505,125
1290,,,1,2,3,1,2,3,1,1,1,1,0.002182,0.000151,0,645,0.000155,0.333333,0.000376,124
1291,,,1,3,4,1,3,4,2,0.714286,0.8,28,0,0,0,647,0.000179,0.166667,0.006716,124
696,,,7,0,7,7,0,7,0,0,0,0,0.000002,0,0,646,0.000482,0.142857,0.019458,124
1292,,,1,2,3,1,2,3,1,1,1,2,0,0.000004,0,649,0.000237,0,0.000376,92
122,,,1,0,1,1,0,1,0,0,0,0,0,0,0,648,0.000229,0,0.000809,92
1293,,,1,1,2,1,1,2,1,1,1,0,0,0,0,650,0.000144,0.5,0.000376,48
1295,,,5,5,10,5,5,10,2,0.777778,0.857143,32.5,0,0.000034,0,653,0.000366,0.066667,0.005129,124
486,,,6,0,6,6,0,6,0,0,0,0,0.000002,0,0,652,0.000528,0,0.006371,124
597,,,4,0,4,4,0,4,0,0,0,0,0.000002,0,0,651,0.000297,0.416667,0.010495,124
1296,,,5,2,7,5,2,7,1,1,1,4,0.000121,0.000036,0,654,0.000248,0.142857,0.00503,16
1297,,,0,1,1,0,1,1,1,1,1,0,0,0,0,656,0.000128,0,0,48
21,,,2,0,2,2,0,2,0,0,0,0,0,0,0,655,0.000291,0,0.000752,48
1298,,,3,1,4,3,1,4,1,1,1,1,0.000001,0,0,657,0.000252,0.166667,0.003549,124
1301,,,7,3,10,7,3,10,2,0.588235,0.65,24.233333,0.000094,0.000079,0,658,0.000248,0.177778,0.006162,19
1302,,,1,1,2,1,1,2,1,1,1,0,0,0,27,660,0.000182,0.5,0.000376,20
357,,,3,0,3,3,0,3,0,0,0,0,0,0,27,659,0.000446,0.166667,0.001561,20
1303,,,11,2,13,11,2,13,1,1,1,65,0.000001,0.000007,0,661,0.001291,0.00641,0.01558,83
1305,,,0,1,1,0,1,1,1,1,1,0,0,0,28,663,0.000128,0,0,21
447,,,1,0,1,1,0,1,0,0,0,0,0,0,28,662,0.000237,0,0.000376,21
1306,,,12,6,18,12,6,18,2,0.6875,0.772727,170.883333,0.000026,0.000022,0,664,0.000629,0.094771,0.026867,92
1307,,,2,1,3,2,1,3,1,1,1,0,0,0,0,665,0.000158,0.333333,0.001185,112
1309,,,8,1,9,8,1,9,1,1,1,14,0.000006,0.000022,0,666,0.000365,0.083333,0.012532,67
1311,,,3,2,5,3,2,5,2,0.75,0.833333,63,0,0.000007,0,668,0.000552,0.05,0.011173,118
1051,,,5,0,5,5,0,5,0,0,0,0,0.000027,0,0,667,0.000496,0.15,0.012374,118
1313,,,1,1,2,1,1,2,2,0.666667,0.75,4,0.000001,0,0,669,0.000149,0,0.000809,125
1314,,,0,1,1,0,1,1,1,1,1,0,0,0,0,671,0.000128,0,0,83
595,,,11,0,11,11,0,11,0,0,0,0,0.000003,0,0,670,0.000539,0.1,0.010081,83
1315,,,1,1,2,1,1,2,1,1,1,0,0,0,29,673,0.000182,0.5,0.000376,22
123,,,2,0,2,2,0,2,0,0,0,0,0,0,29,672,0.000337,0.5,0.001185,22
1317,,,2,1,3,2,1,3,1,1,1,1,0,0.000007,0,674,0.000291,0.166667,0.000752,44
1318,,,0,2,2,0,2,2,1,1,1,0,0,0,30,677,0.000128,0,0,23
842,,,1,0,1,1,0,1,0,0,0,0,0,0,30,676,0.000182,0,0.000376,23
1319,,,1,0,1,1,0,1,0,0,0,0,0,0,30,675,0.000182,0,0.000376,23
1320,,,1,1,2,1,1,2,1,1,1,0,0,0,12,679,0.000142,0.5,0.000376,80
249,,,6,0,6,6,0,6,0,0,0,0,0,0,12,678,0.00059,0.2,0.007519,80
1321,,,1,1,2,1,1,2,1,1,1,0,0,0,31,680,0.000853,0,0.001188,24
1322,,,1,1,2,1,1,2,1,1,1,0,0,0,31,680,0.000853,0,0.001188,24
1323,,,2,2,4,2,2,4,1,1,1,6,0,0,0,681,0.000512,0.166667,0.003724,112
1324,,,2,1,3,2,1,3,2,0.666667,0.75,2,0,0,0,681,0.000382,0,0.003033,112
1327,,,0,1,1,0,1,1,1,1,1,0,0,0,0,682,0.000128,0,0,49
1328,,,0,1,1,0,1,1,1,1,1,0,0,0,0,683,0.000128,0,0,74
1333,,,0,1,1,0,1,1,1,1,1,0,0,0,0,685,0.000128,0,0,130
1408,,,5,0,5,5,0,5,0,0,0,0,0,0,0,684,0.000497,0.15,0.003428,130
1334,,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,686,0.000128,0,0,119
1336,,,0,1,1,0,1,1,1,1,1,0,0,0,0,688,0.000128,0,0,127
275,,,4,0,4,4,0,4,0,0,0,0,0,0,0,687,0.000387,0,0.001937,127
1339,,,4,2,6,4,2,6,1,1,1,17.5,0.000016,0.000001,0,689,0.000716,0.033333,0.005539,87
1341,,,0,3,3,0,3,3,1,1,1,0,0,0,0,693,0.000128,0,0,124
155,,,1,0,1,1,0,1,0,0,0,0,0,0,0,692,0.000164,0,0.000376,124
370,,,1,0,1,1,0,1,0,0,0,0,0,0,0,691,0.000164,0,0.000376,124
891,,,2,0,2,2,0,2,0,0,0,0,0,0,0,690,0.000201,0,0.000752,124
1342,,,1,1,2,1,1,2,1,1,1,3,0.000042,0.000001,0,695,0.000148,0,0.001058,92
691,,,4,0,4,4,0,4,0,0,0,0,0.000011,0,0,694,0.000359,0,0.003093,125
1343,,,1,1,2,1,1,2,1,1,1,1,0.000002,0.000001,0,697,0.000139,0,0.000376,125
580,,,2,0,2,2,0,2,0,0,0,0,0.000012,0,0,696,0.000315,0,0.012923,125
1344,,,3,1,4,3,1,4,2,0.666667,0.75,10,0.000088,0,0,698,0.000185,0,0.002243,92
1347,,,6,1,7,6,1,7,1,1,1,10.166667,0.000018,0,0,699,0.000316,0.047619,0.007714,125
1349,,,2,1,3,2,1,3,3,0.5,0.583333,0.5,0,0,0,700,0.000181,0.166667,0.002052,124
1350,,,2,1,3,2,1,3,1,1,1,2.5,0,0,0,702,0.0002,0,0.001564,112
265,,,3,0,3,3,0,3,0,0,0,0,0,0,0,701,0.000476,0,0.004486,112
1352,,,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000001,0,703,0.000128,0,0,92
1353,,,0,5,5,0,5,5,2,0.857143,0.916667,0,0,0.000003,0,704,0.000128,0.45,0,136
1354,,,4,5,9,4,5,9,2,0.857143,0.916667,15,0,0,0,706,0.000278,0.166667,0.004079,92
970,,,3,0,3,3,0,3,0,0,0,0,0,0,0,705,0.000282,0.5,0.006313,92
1355,,,3,2,5,3,2,5,1,1,1,58,0.000004,0.000001,0,707,0.000266,0.1,0.010591,136
1356,,,1,1,2,1,1,2,1,1,1,0.5,0,0,0,709,0.000154,0,0.000809,124
661,,,2,0,2,2,0,2,0,0,0,0,0,0,0,708,0.00031,0,0.007774,124
1357,,,2,3,5,2,3,5,2,0.714286,0.8,5.833333,0.000057,0.000023,0,710,0.000151,0.15,0.001185,136
1358,,,5,2,7,5,2,7,2,0.75,0.833333,18,0.000057,0.000001,0,712,0.000281,0.166667,0.010111,125
1058,,,1,0,1,1,0,1,0,0,0,0,0,0,0,711,0.000248,0,0.00613,125
1360,,,1,1,2,1,1,2,1,1,1,1,0,0,0,713,0.000142,0,0.000376,125
1361,,,2,4,6,2,4,6,3,0.5,0.595238,16.833333,0,0.000006,0,714,0.000219,0.1,0.000752,92
1365,,,2,1,3,2,1,3,1,1,1,1,0,0.000001,0,715,0.000248,0.166667,0.000752,92
1367,,,2,6,8,2,6,8,5,0.428571,0.651389,31.733333,0.000027,0.000236,0,718,0.000188,0.053571,0.004545,19
111,,,4,0,4,4,0,4,0,0,0,0,0.000038,0,0,717,0.000394,0.083333,0.005844,19
586,,,5,0,5,5,0,5,0,0,0,0,0.00003,0,0,716,0.000323,0,0.005104,19
1369,,,2,1,3,2,1,3,2,0.666667,0.75,32,0.000002,0.002456,0,719,0.000168,0,0.008522,92
1376,,,0,1,1,0,1,1,1,1,1,0,0,0,0,720,0.000128,0,0,105
1377,,,7,2,9,7,2,9,2,0.666667,0.75,52,0,0,0,721,0.000545,0.111111,0.016654,112
1378,,,4,2,6,4,2,6,3,0.545455,0.638889,34.5,0,0,0,722,0.000296,0.233333,0.007248,112
1380,,,0,2,2,0,2,2,1,1,1,0,0,0,0,724,0.000128,0,0,119
1008,,,3,0,3,3,0,3,0,0,0,0,0,0,0,723,0.000346,0,0.001127,119
1385,,,1,1,2,1,1,2,1,1,1,1,0,0,0,725,0.000237,0,0.000376,74
1386,,,0,1,1,0,1,1,1,1,1,0,0,0,0,726,0.000128,0,0,92
1387,,,6,2,8,6,2,8,3,0.555556,0.666667,44,0.000078,0.000002,0,728,0.000591,0.035714,0.005353,118
1310,,,6,0,6,6,0,6,0,0,0,0,0.000026,0,0,727,0.000706,0.166667,0.01503,118
1393,,,1,1,2,1,1,2,1,1,1,1,0,0,0,730,0.000182,0,0.000376,112
1392,,,2,0,2,2,0,2,0,0,0,0,0,0,0,729,0.000301,0,0.001185,112
1394,,,2,4,6,2,4,6,2,0.833333,0.9,2.833333,0,0,0,731,0.000162,0.266667,0.001185,112
1396,,,6,2,8,6,2,8,1,1,1,4.333333,0,0,12,733,0.000365,0.142857,0.002688,80
416,,,6,0,6,6,0,6,0,0,0,0,0,0,12,732,0.000497,0.266667,0.007086,80
1401,,,0,1,1,0,1,1,1,1,1,0,0,0,0,734,0.000128,0,0,48
1406,,,0,2,2,0,2,2,3,0.571429,0.708333,0,0,0,0,735,0.000128,0.5,0,118
1407,,,2,2,4,2,2,4,1,1,1,9,0.000023,0,0,737,0.000552,0,0.003724,54
41,,,1,0,1,1,0,1,0,0,0,0,0,0,0,736,0.000363,0,0.002658,54
1409,,,1,1,2,1,1,2,2,0.666667,0.75,0,0,0.000002,0,737,0.000363,0,0.002658,54
1410,,,4,3,7,4,3,7,1,1,1,11.333333,0.000002,0.000004,0,738,0.00037,0.071429,0.00237,136
1412,,,0,2,2,0,2,2,1,1,1,0,0,0,32,741,0.000128,0,0,25
535,,,3,0,3,3,0,3,0,0,0,0,0,0,32,740,0.0004,0,0.001127,25
1060,,,1,0,1,1,0,1,0,0,0,0,0,0,32,739,0.000182,0,0.000376,25
1413,,,2,3,5,2,3,5,2,0.8,0.875,2.666667,0.000014,0.000003,0,742,0.000161,0.2,0.001185,125
1414,,,1,2,3,1,2,3,3,0.538462,0.619048,0,0,0,0,743,0.000164,0.5,0.001492,92
1415,,,5,2,7,5,2,7,1,1,1,7.166667,0.000001,0,0,744,0.000244,0.119048,0.005486,125
1416,,,1,1,2,1,1,2,1,1,1,0.5,0,0,0,745,0.000164,0,0.000376,124
1419,,,3,1,4,3,1,4,1,1,1,0,0.000012,0.000005,0,747,0.000168,0.25,0.012047,92
431,,,9,0,9,9,0,9,0,0,0,0,0.000073,0,0,746,0.000426,0.180556,0.03515,92
1420,,,4,1,5,4,1,5,1,1,1,1,0.000048,0.000221,0,749,0.000294,0.2,0.004352,136
578,,,9,0,9,9,0,9,0,0,0,0,0.00325,0,0,748,0.000803,0.055556,0.019347,136
1422,,,5,1,6,5,1,6,2,0.666667,0.75,22,0,0,0,750,0.000389,0.066667,0.00605,124
1424,,,0,1,1,0,1,1,1,1,1,0,0,0,0,751,0.000128,0,0,135
1425,,,3,2,5,3,2,5,4,0.4375,0.559524,3,0.000002,0.00001,0,752,0.000268,0.2,0.001561,136
1426,,,5,1,6,5,1,6,2,0.666667,0.75,18,0,0.000137,0,753,0.000656,0.033333,0.004111,125
1427,,,0,2,2,0,2,2,1,1,1,0,0,0,33,755,0.000128,1,0,26
1639,,,2,1,3,2,1,3,1,1,1,0,0,0,33,754,0.001215,0.5,0.002377,26
1641,,,2,1,3,2,1,3,1,1,1,0,0,0,33,754,0.001215,0.5,0.002377,26
1428,,,3,3,6,3,3,6,2,0.714286,0.8,19,0.000001,0.000004,0,756,0.000213,0.1,0.001994,125
1429,,,0,1,1,0,1,1,1,1,1,0,0,0,0,757,0.000128,0,0,135
1431,,,2,4,6,2,4,6,2,0.666667,0.75,3,0,0,0,758,0.000172,0.3,0.001185,92
1432,,,7,3,10,7,3,10,3,0.6,0.722222,31,0,0,0,760,0.000437,0.088889,0.005295,124
571,,,2,0,2,2,0,2,0,0,0,0,0,0,0,759,0.000276,0.5,0.005654,124
1434,,,4,1,5,4,1,5,1,1,1,5,0.000001,0,0,761,0.000418,0.05,0.00237,136
1435,,,3,3,6,3,3,6,4,0.470588,0.614583,14.75,0.000012,0.000006,0,762,0.000246,0.033333,0.001127,136
1437,,,1,3,4,1,3,4,3,0.6,0.722222,1.666667,0.000001,0.00001,0,763,0.000162,0.416667,0.001958,136
1438,,,1,4,5,1,4,5,2,0.75,0.833333,4,0.000024,0.000349,0,764,0.000146,0.05,0.000376,125
1440,,,1,2,3,1,2,3,2,0.75,0.833333,3,0,0.000006,0,765,0.000237,0,0.000376,136
1441,,,3,2,5,3,2,5,1,1,1,14,0,0,0,767,0.000429,0.083333,0.008468,54
623,,,3,0,3,3,0,3,0,0,0,0,0,0,0,766,0.000561,0.5,0.018439,54
1442,,,2,2,4,2,2,4,1,1,1,23,0,0,0,767,0.000394,0.333333,0.012367,54
1445,,,6,4,10,6,4,10,2,0.833333,0.9,54.442857,0.000033,0.000004,0,769,0.000297,0.088889,0.013845,83
701,,,2,0,2,2,0,2,0,0,0,0,0.000002,0,0,768,0.000211,0,0.009657,83
1446,,,9,2,11,9,2,11,3,0.529412,0.592593,32.416667,0.000062,0.000054,0,770,0.000374,0.1,0.013841,19
1448,,,6,5,11,6,5,11,2,0.647059,0.727273,15.409524,0.000029,0.000063,0,771,0.000237,0.172727,0.006724,19
1449,,,0,1,1,0,1,1,1,1,1,0,0,0,0,772,0.000128,0,0,124
1450,,,2,6,8,2,6,8,2,0.714286,0.8,29.533333,0.000001,0.000064,0,774,0.000259,0.142857,0.00401,19
204,,,1,0,1,1,0,1,0,0,0,0,0.000004,0,0,773,0.000165,0,0.002896,19
1451,,,2,2,4,2,2,4,3,0.458333,0.530303,7,0.000024,0.000006,0,775,0.00015,0.25,0.001185,19
1452,,,1,3,4,1,3,4,4,0.454545,0.583333,0,0.000007,0.000096,0,776,0.000144,0.416667,0.000376,19
1453,,,1,3,4,1,3,4,2,0.714286,0.8,2,0,0.000001,0,777,0.000144,0.333333,0.000809,92
1454,,,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,778,0.000128,0,0,19
1455,,,16,5,21,16,5,21,5,0.33,0.439899,972.411905,0.031661,0.00377,0,779,0.00072,0.033333,0.026188,54
1458,,,0,3,3,0,3,3,2,0.8,0.875,0,0,0.000013,0,781,0.000128,0,0,16
938,,,7,0,7,7,0,7,0,0,0,0,0.000005,0,0,780,0.000666,0.119048,0.006411,16
1459,,,0,1,1,0,1,1,1,1,1,0,0,0,34,783,0.000128,0,0,27
544,,,1,0,1,1,0,1,0,0,0,0,0,0,34,782,0.000237,0,0.000376,27
1460,,,4,1,5,4,1,5,1,1,1,18.666667,0.000001,0,0,784,0.000297,0.2,0.028244,48
1461,,,4,1,5,4,1,5,2,0.666667,0.75,0,0,0,0,785,0.000305,0.25,0.003486,49
1463,,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,35,788,0.000128,0,0,77
1620,,,3,1,4,3,1,4,1,1,1,3,0,0,35,787,0.000446,0.083333,0.001561,77
1464,,,4,3,7,4,3,7,2,0.8,0.875,13.5,0.000054,0.00001,0,789,0.000266,0.142857,0.008025,92
1466,,,0,2,2,0,2,2,5,0.333333,0.436111,0,0,0,0,790,0.000128,0.5,0,125
1470,,,1,4,5,1,4,5,1,1,1,8,0,0,0,795,0.000168,0,0.000809,112
27,,,7,0,7,7,0,7,0,0,0,0,0,0,0,794,0.000383,0.02381,0.008465,112
638,,,4,0,4,4,0,4,0,0,0,0,0,0,0,793,0.000254,0,0.007284,112
788,,,1,0,1,1,0,1,0,0,0,0,0,0,0,792,0.000164,0,0.001058,112
1316,,,3,0,3,3,0,3,0,0,0,0,0,0,0,791,0.000265,0,0.008237,112
1471,,,3,1,4,3,1,4,2,0.666667,0.75,0,0.000003,0,0,796,0.000427,0.333333,0.007038,136
1494,,,4,2,6,4,2,6,1,1,1,11,0.000003,0.000001,0,796,0.0006,0.15,0.007672,136
1474,,,1,1,2,1,1,2,1,1,1,1,0,0,0,797,0.000237,0,0.000376,82
1477,,,0,3,3,0,3,3,3,0.625,0.766667,0,0,0,0,798,0.000128,0.166667,0,112
1478,,,3,7,10,3,7,10,1,1,1,15.5,0,0,0,801,0.000186,0.111111,0.001994,112
47,,,4,0,4,4,0,4,0,0,0,0,0,0,0,800,0.000254,0.166667,0.004233,112
790,,,8,0,8,8,0,8,0,0,0,0,0,0,0,799,0.000361,0.107143,0.010567,112
1479,,,3,1,4,3,1,4,1,1,1,3.5,0,0,0,803,0.0003,0,0.001561,62
284,,,2,0,2,2,0,2,0,0,0,0,0,0,0,802,0.000631,0,0.003167,62
1480,,,1,3,4,1,3,4,1,1,1,20.5,0,0,0,806,0.000178,0,0.005732,112
518,,,6,0,6,6,0,6,0,0,0,0,0,0,0,805,0.000434,0.1,0.008998,112
1631,,,3,0,3,3,0,3,0,0,0,0,0,0,0,804,0.000279,0,0.005021,112
1481,,,1,1,2,1,1,2,2,0.666667,0.75,2,0,0,36,809,0.000237,0,0.000376,51
1780,,,1,1,2,1,1,2,1,1,1,2,0,0,36,808,0.000329,0,0.000809,51
1483,,,1,1,2,1,1,2,1,1,1,0,0,0,0,811,0.000146,0.5,0.000376,105
524,,,4,0,4,4,0,4,0,0,0,0,0,0,0,810,0.000327,0.166667,0.002803,105
1484,,,3,1,4,3,1,4,1,1,1,2,0.000002,0,0,812,0.000337,0.25,0.002427,16
1485,,,1,11,12,1,11,12,3,0.631579,0.722222,14,0.000002,0.000798,0,815,0.00014,0.075758,0.000376,136
1277,,,4,0,4,4,0,4,0,0,0,0,0.000058,0,0,813,0.000316,0.083333,0.004946,44
1500,,,4,2,6,4,2,6,1,1,1,6.833333,0.000057,0.000026,0,814,0.00025,0.133333,0.003052,136
1486,,,1,1,2,1,1,2,5,0.333333,0.385556,0,0,0,0,820,0.000217,0,0.003071,124
1487,,,4,4,8,4,4,8,4,0.483871,0.583333,33,0,0,0,820,0.000421,0.119048,0.003683,124
978,,,2,0,2,2,0,2,0,0,0,0,0,0,0,819,0.000272,0.5,0.003446,124
1014,,,2,0,2,2,0,2,0,0,0,0,0,0,0,816,0.000269,0.5,0.009786,124
1654,,,9,8,17,9,8,17,3,0.705882,0.819444,134.5,0.000001,0,0,818,0.000481,0.055147,0.00819,124
1488,,,14,6,20,14,6,20,4,0.55,0.719697,213.166667,0.000221,0.000175,0,823,0.000487,0.05,0.016022,92
670,,,4,0,4,4,0,4,0,0,0,0,0.000017,0,0,822,0.000259,0.25,0.019444,92
1724,,,2,1,3,2,1,3,3,0.5,0.583333,104,0.000013,0,0,821,0.000221,0.166667,0.012923,92
1491,,,0,1,1,0,1,1,1,1,1,0,0,0,37,825,0.000128,0,0,28
1490,,,1,0,1,1,0,1,0,0,0,0,0,0,37,824,0.000237,0,0.000376,28
1492,,,3,2,5,3,2,5,1,1,1,2.5,0,0,0,827,0.000221,0.25,0.002752,125
366,,,3,0,3,3,0,3,0,0,0,0,0,0,0,826,0.00026,0.666667,0.004811,125
1493,,,5,3,8,5,3,8,2,0.8,0.875,96.833333,0,0,0,829,0.000453,0.142857,0.008117,127
528,,,4,0,4,4,0,4,0,0,0,0,0,0,0,828,0.000358,0.416667,0.00783,127
1495,,,3,5,8,3,5,8,3,0.583333,0.666667,39.666667,0.000001,0.000003,0,830,0.000202,0.089286,0.001994,125
1496,,,1,1,2,1,1,2,2,0.6,0.666667,3,0,0,0,831,0.000237,0,0.000376,127
1497,,,0,1,1,0,1,1,1,1,1,0,0,0,0,832,0.000128,0,0,118
1498,,,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0,833,0.000128,0,0,125
1499,,,8,3,11,8,3,11,3,0.545455,0.611111,119.333333,0.000002,0.000006,0,834,0.000373,0.072727,0.005855,125
1502,,,0,1,1,0,1,1,1,1,1,0,0,0,38,836,0.000128,0,0,29
568,,,1,0,1,1,0,1,0,0,0,0,0,0,38,835,0.000237,0,0.000376,29
1503,,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000183,0,837,0.000128,0,0,118
1504,,,8,3,11,8,3,11,2,0.8,0.875,80.666667,0.000099,0.000008,0,838,0.000343,0.036364,0.009999,125
1505,,,0,3,3,0,3,3,1,1,1,0,0,0,0,840,0.000128,0.333333,0,136
673,,,5,0,5,5,0,5,0,0,0,0,0,0,0,839,0.000509,0,0.005202,136
1507,,,2,2,4,2,2,4,2,0.666667,0.75,7,0.000003,0.000003,0,842,0.000151,0,0.000752,136
582,,,3,0,3,3,0,3,0,0,0,0,0.000036,0,0,841,0.000235,0,0.001994,136
1510,,,1,2,3,1,2,3,3,0.545455,0.638889,4,0,0.000002,0,844,0.000141,0.166667,0.000809,125
1723,,,4,2,6,4,2,6,2,0.75,0.833333,15,0.000013,0,0,843,0.00026,0.033333,0.002619,125
1511,,,3,3,6,3,3,6,4,0.470588,0.614583,15.416667,0.000013,0.000006,0,845,0.000292,0.1,0.003287,136
1512,,,6,2,8,6,2,8,5,0.333333,0.448333,8.5,0.000107,0.000175,0,846,0.000362,0.196429,0.006469,19
1514,,,0,2,2,0,2,2,1,1,1,0,0,0,0,849,0.000128,0,0,84
382,,,2,0,2,2,0,2,0,0,0,0,0,0,0,848,0.000204,0,0.000752,84
881,,,1,0,1,1,0,1,0,0,0,0,0,0,0,847,0.000182,0,0.000376,84
1515,,,3,8,11,3,8,11,4,0.442857,0.556452,158.4,0.000059,0.00183,0,855,0.000374,0.127273,0.005594,16
779,,,4,0,4,4,0,4,0,0,0,0,0.000438,0,0,853,0.000241,0.25,0.020015,16
1738,,,4,11,15,4,11,15,3,0.541667,0.666667,328.983333,0.000203,0.00336,0,854,0.000276,0.095238,0.013161,16
1740,,,9,4,13,9,4,13,4,0.5,0.628788,102.666667,0.015385,0.031779,0,852,0.000366,0.108974,0.02604,54
1516,,,1,1,2,1,1,2,1,1,1,1.5,0.000039,0.000004,0,856,0.000153,0,0.000809,136
1517,,,2,4,6,2,4,6,5,0.4,0.484524,48.533333,0.000628,0.031654,0,857,0.00018,0.233333,0.005968,16
1607,,,66,7,73,66,7,73,3,0.714286,0.833333,2040.35,0.422091,0.003755,0,851,0.008933,0.0371,1,54
1518,,,1,1,2,1,1,2,3,0.5,0.555556,0,0.000282,0.000195,0,858,0.000156,0.5,0.003385,16
1520,,,1,1,2,1,1,2,2,0.6,0.666667,1.25,0,0,0,859,0.000155,0,0.000376,83
1523,,,0,3,3,0,3,3,2,0.8,0.875,0,0,0.000057,0,862,0.000128,0,0,16
98,,,3,0,3,3,0,3,0,0,0,0,0.000092,0,0,861,0.0002,0,0.001127,16
1249,,,2,0,2,2,0,2,0,0,0,0,0.000025,0,0,860,0.00018,0,0.001185,16
1524,,,2,2,4,2,2,4,1,1,1,5,0.000005,0.000015,0,863,0.000283,0.083333,0.001185,19
1525,,,0,1,1,0,1,1,1,1,1,0,0,0,23,864,0.000128,0,0,15
